STA_AWAL,STA_AKHIR,Fungsi,Nm_Ruas,Panjang,No
2+400,2+454,Lingkungan Primer,SIDOMULYO II,2455,1036
0+100,0+200,Lingkungan Primer,SIDOREJO,267,475
0+000,0+100,Lingkungan Primer,SIDOREJO,267,476
0+200,0+200,Lingkungan Primer,SIDOREJO,267,477
0+000,0+100,Lingkungan Primer,SIMO,2512,1297
0+100,0+200,Lingkungan Primer,SIMO,2512,1298
0+200,0+300,Lingkungan Primer,SIMO,2512,1299
0+300,0+400,Lingkungan Primer,SIMO,2512,1300
0+400,0+500,Lingkungan Primer,SIMO,2512,1301
0+500,0+600,Lingkungan Primer,SIMO,2512,1302
0+600,0+700,Lingkungan Primer,SIMO,2512,1303
0+700,0+800,Lingkungan Primer,SIMO,2512,1304
0+800,0+900,Lingkungan Primer,SIMO,2512,1305
0+900,1+000,Lingkungan Primer,SIMO,2512,1306
1+000,1+100,Lingkungan Primer,SIMO,2512,1307
1+100,1+200,Lingkungan Primer,SIMO,2512,1308
1+200,1+300,Lingkungan Primer,SIMO,2512,1309
1+300,1+400,Lingkungan Primer,SIMO,2512,1310
1+400,1+500,Lingkungan Primer,SIMO,2512,1311
1+500,1+600,Lingkungan Primer,SIMO,2512,1312
1+600,1+700,Lingkungan Primer,SIMO,2512,1313
1+700,1+800,Lingkungan Primer,SIMO,2512,1314
1+800,1+900,Lingkungan Primer,SIMO,2512,1315
1+900,2+000,Lingkungan Primer,SIMO,2512,1316
2+000,2+100,Lingkungan Primer,SIMO,2512,1317
2+100,2+200,Lingkungan Primer,SIMO,2512,1318
2+200,2+300,Lingkungan Primer,SIMO,2512,1319
2+300,2+400,Lingkungan Primer,SIMO,2512,1320
2+400,2+500,Lingkungan Primer,SIMO,2512,1321
2+500,2+512,Lingkungan Primer,SIMO,2512,1322
0+000,0+100,Lingkungan Primer,SIRAPAN,2478,1395
0+100,0+200,Lingkungan Primer,SIRAPAN,2478,1396
0+200,0+300,Lingkungan Primer,SIRAPAN,2478,1397
0+300,0+400,Lingkungan Primer,SIRAPAN,2478,1398
0+400,0+500,Lingkungan Primer,SIRAPAN,2478,1399
0+500,0+600,Lingkungan Primer,SIRAPAN,2478,1400
0+600,0+700,Lingkungan Primer,SIRAPAN,2478,1401
0+700,0+800,Lingkungan Primer,SIRAPAN,2478,1402
0+800,0+900,Lingkungan Primer,SIRAPAN,2478,1403
0+900,1+000,Lingkungan Primer,SIRAPAN,2478,1404
1+000,1+100,Lingkungan Primer,SIRAPAN,2478,1405
1+100,1+200,Lingkungan Primer,SIRAPAN,2478,1406
1+200,1+300,Lingkungan Primer,SIRAPAN,2478,1407
1+300,1+400,Lingkungan Primer,SIRAPAN,2478,1408
1+400,1+500,Lingkungan Primer,SIRAPAN,2478,1409
1+500,1+600,Lingkungan Primer,SIRAPAN,2478,1410
1+600,1+700,Lingkungan Primer,SIRAPAN,2478,1411
1+700,1+800,Lingkungan Primer,SIRAPAN,2478,1412
1+800,1+900,Lingkungan Primer,SIRAPAN,2478,1413
1+900,2+000,Lingkungan Primer,SIRAPAN,2478,1414
2+000,2+100,Lingkungan Primer,SIRAPAN,2478,1415
2+100,2+200,Lingkungan Primer,SIRAPAN,2478,1416
2+200,2+300,Lingkungan Primer,SIRAPAN,2478,1417
2+300,2+400,Lingkungan Primer,SIRAPAN,2478,1418
2+400,2+483,Lingkungan Primer,SIRAPAN,2478,1419
0+000,0+100,Lingkungan Primer,SOGO,2661,1323
0+100,0+200,Lingkungan Primer,SOGO,2661,1324
0+200,0+300,Lingkungan Primer,SOGO,2661,1325
0+300,0+400,Lingkungan Primer,SOGO,2661,1326
0+400,0+500,Lingkungan Primer,SOGO,2661,1327
0+500,0+600,Lingkungan Primer,SOGO,2661,1328
0+600,0+700,Lingkungan Primer,SOGO,2661,1329
0+700,0+800,Lingkungan Primer,SOGO,2661,1330
0+800,0+900,Lingkungan Primer,SOGO,2661,1331
0+900,1+000,Lingkungan Primer,SOGO,2661,1332
1+000,1+100,Lingkungan Primer,SOGO,2661,1333
1+100,1+200,Lingkungan Primer,SOGO,2661,1334
1+200,1+300,Lingkungan Primer,SOGO,2661,1335
1+300,1+400,Lingkungan Primer,SOGO,2661,1336
1+400,1+500,Lingkungan Primer,SOGO,2661,1337
1+500,1+600,Lingkungan Primer,SOGO,2661,1338
1+600,1+700,Lingkungan Primer,SOGO,2661,1339
1+700,1+800,Lingkungan Primer,SOGO,2661,1340
1+800,1+900,Lingkungan Primer,SOGO,2661,1341
1+900,2+000,Lingkungan Primer,SOGO,2661,1342
2+000,2+100,Lingkungan Primer,SOGO,2661,1343
2+100,2+200,Lingkungan Primer,SOGO,2661,1344
2+200,2+300,Lingkungan Primer,SOGO,2661,1345
2+300,2+400,Lingkungan Primer,SOGO,2661,1346
2+400,2+500,Lingkungan Primer,SOGO,2661,1347
2+500,2+600,Lingkungan Primer,SOGO,2661,1348
2+600,2+660,Lingkungan Primer,SOGO,2661,1349
0+000,0+100,Lokal Primer,SUGIHWARAS,4346,712
0+100,0+200,Lokal Primer,SUGIHWARAS,4346,713
0+200,0+300,Lokal Primer,SUGIHWARAS,4346,714
0+300,0+400,Lokal Primer,SUGIHWARAS,4346,715
0+400,0+500,Lokal Primer,SUGIHWARAS,4346,716
0+500,0+600,Lokal Primer,SUGIHWARAS,4346,717
0+600,0+700,Lokal Primer,SUGIHWARAS,4346,718
0+700,0+800,Lokal Primer,SUGIHWARAS,4346,719
0+800,0+900,Lokal Primer,SUGIHWARAS,4346,720
0+900,1+000,Lokal Primer,SUGIHWARAS,4346,721
1+000,1+100,Lokal Primer,SUGIHWARAS,4346,722
1+100,1+200,Lokal Primer,SUGIHWARAS,4346,723
1+200,1+300,Lokal Primer,SUGIHWARAS,4346,724
1+300,1+400,Lokal Primer,SUGIHWARAS,4346,725
1+400,1+500,Lokal Primer,SUGIHWARAS,4346,726
1+500,1+600,Lokal Primer,SUGIHWARAS,4346,727
1+600,1+700,Lokal Primer,SUGIHWARAS,4346,728
1+700,1+800,Lokal Primer,SUGIHWARAS,4346,729
1+800,1+900,Lokal Primer,SUGIHWARAS,4346,730
1+900,2+000,Lokal Primer,SUGIHWARAS,4346,731
2+000,2+100,Lokal Primer,SUGIHWARAS,4346,732
2+100,2+200,Lokal Primer,SUGIHWARAS,4346,733
2+200,2+300,Lokal Primer,SUGIHWARAS,4346,734
2+300,2+400,Lokal Primer,SUGIHWARAS,4346,735
2+400,2+500,Lokal Primer,SUGIHWARAS,4346,736
2+500,2+600,Lokal Primer,SUGIHWARAS,4346,737
2+600,2+700,Lokal Primer,SUGIHWARAS,4346,738
2+700,2+800,Lokal Primer,SUGIHWARAS,4346,739
2+800,2+900,Lokal Primer,SUGIHWARAS,4346,740
2+900,3+000,Lokal Primer,SUGIHWARAS,4346,741
3+000,3+100,Lokal Primer,SUGIHWARAS,4346,742
3+100,3+200,Lokal Primer,SUGIHWARAS,4346,743
3+200,3+300,Lokal Primer,SUGIHWARAS,4346,744
3+300,3+400,Lokal Primer,SUGIHWARAS,4346,745
3+400,3+500,Lokal Primer,SUGIHWARAS,4346,746
3+500,3+600,Lokal Primer,SUGIHWARAS,4346,747
3+600,3+700,Lokal Primer,SUGIHWARAS,4346,748
3+700,3+800,Lokal Primer,SUGIHWARAS,4346,749
3+800,3+900,Lokal Primer,SUGIHWARAS,4346,750
3+900,4+000,Lokal Primer,SUGIHWARAS,4346,751
4+000,4+100,Lokal Primer,SUGIHWARAS,4346,752
4+100,4+200,Lokal Primer,SUGIHWARAS,4346,753
4+200,4+300,Lokal Primer,SUGIHWARAS,4346,754
4+300,4+345,Lokal Primer,SUGIHWARAS,4346,755
0+000,0+100,Lingkungan Primer,SULUK,824,199
0+100,0+200,Lingkungan Primer,SULUK,824,200
0+200,0+300,Lingkungan Primer,SULUK,824,201
0+300,0+400,Lingkungan Primer,SULUK,824,202
0+400,0+500,Lingkungan Primer,SULUK,824,203
0+500,0+600,Lingkungan Primer,SULUK,824,204
0+600,0+700,Lingkungan Primer,SULUK,824,205
0+700,0+800,Lingkungan Primer,SULUK,824,206
0+800,0+824,Lingkungan Primer,SULUK,824,207
0+000,0+100,Lingkungan Primer,SUMBERBENDO,1667,695
0+100,0+200,Lingkungan Primer,SUMBERBENDO,1667,696
0+200,0+300,Lingkungan Primer,SUMBERBENDO,1667,697
0+300,0+400,Lingkungan Primer,SUMBERBENDO,1667,698
0+400,0+500,Lingkungan Primer,SUMBERBENDO,1667,699
0+500,0+600,Lingkungan Primer,SUMBERBENDO,1667,700
0+600,0+700,Lingkungan Primer,SUMBERBENDO,1667,701
0+700,0+800,Lingkungan Primer,SUMBERBENDO,1667,702
0+800,0+900,Lingkungan Primer,SUMBERBENDO,1667,703
0+900,1+000,Lingkungan Primer,SUMBERBENDO,1667,704
1+000,1+100,Lingkungan Primer,SUMBERBENDO,1667,705
1+100,1+200,Lingkungan Primer,SUMBERBENDO,1667,706
1+200,1+300,Lingkungan Primer,SUMBERBENDO,1667,707
1+300,1+400,Lingkungan Primer,SUMBERBENDO,1667,708
1+400,1+500,Lingkungan Primer,SUMBERBENDO,1667,709
1+500,1+600,Lingkungan Primer,SUMBERBENDO,1667,710
1+600,1+667,Lingkungan Primer,SUMBERBENDO,1667,711
0+000,0+100,Lingkungan Primer,SUMBERBENING,1019,1350
0+100,0+200,Lingkungan Primer,SUMBERBENING,1019,1351
0+200,0+300,Lingkungan Primer,SUMBERBENING,1019,1352
0+300,0+400,Lingkungan Primer,SUMBERBENING,1019,1353
0+400,0+500,Lingkungan Primer,SUMBERBENING,1019,1354
0+500,0+600,Lingkungan Primer,SUMBERBENING,1019,1355
0+600,0+700,Lingkungan Primer,SUMBERBENING,1019,1356
0+700,0+800,Lingkungan Primer,SUMBERBENING,1019,1357
0+800,0+900,Lingkungan Primer,SUMBERBENING,1019,1358
0+900,1+000,Lingkungan Primer,SUMBERBENING,1019,1359
1+000,1+100,Lingkungan Primer,SUMBERBENING,1019,1360
1+100,1+126,Lingkungan Primer,SUMBERBENING,1019,1361
0+000,0+100,Lokal Primer,SUMBEREJO,3380,975
0+100,0+200,Lokal Primer,SUMBEREJO,3380,976
0+200,0+300,Lokal Primer,SUMBEREJO,3380,977
0+300,0+400,Lokal Primer,SUMBEREJO,3380,978
0+400,0+500,Lokal Primer,SUMBEREJO,3380,979
0+500,0+600,Lokal Primer,SUMBEREJO,3380,980
0+600,0+700,Lokal Primer,SUMBEREJO,3380,981
0+700,0+800,Lokal Primer,SUMBEREJO,3380,982
0+800,0+900,Lokal Primer,SUMBEREJO,3380,983
0+900,1+000,Lokal Primer,SUMBEREJO,3380,984
1+000,1+100,Lokal Primer,SUMBEREJO,3380,985
1+100,1+200,Lokal Primer,SUMBEREJO,3380,986
1+200,1+300,Lokal Primer,SUMBEREJO,3380,987
1+300,1+400,Lokal Primer,SUMBEREJO,3380,988
1+400,1+500,Lokal Primer,SUMBEREJO,3380,989
1+500,1+600,Lokal Primer,SUMBEREJO,3380,990
1+600,1+700,Lokal Primer,SUMBEREJO,3380,991
1+700,1+800,Lokal Primer,SUMBEREJO,3380,992
1+800,1+900,Lokal Primer,SUMBEREJO,3380,993
1+900,2+000,Lokal Primer,SUMBEREJO,3380,994
2+000,2+100,Lokal Primer,SUMBEREJO,3380,995
2+100,2+200,Lokal Primer,SUMBEREJO,3380,996
2+200,2+300,Lokal Primer,SUMBEREJO,3380,997
2+300,2+400,Lokal Primer,SUMBEREJO,3380,998
2+400,2+500,Lokal Primer,SUMBEREJO,3380,999
2+500,2+600,Lokal Primer,SUMBEREJO,3380,1000
2+600,2+700,Lokal Primer,SUMBEREJO,3380,1001
2+700,2+800,Lokal Primer,SUMBEREJO,3380,1002
2+800,2+900,Lokal Primer,SUMBEREJO,3380,1003
2+900,3+000,Lokal Primer,SUMBEREJO,3380,1004
3+000,3+100,Lokal Primer,SUMBEREJO,3380,1005
3+100,3+140,Lokal Primer,SUMBEREJO,3380,1006
0+000,0+100,Lokal Primer,SUMBEREJO,3380,1420
0+100,0+200,Lokal Primer,SUMBEREJO,3380,1421
0+200,0+300,Lokal Primer,SUMBEREJO,3380,1422
0+300,0+400,Lokal Primer,SUMBEREJO,3380,1423
0+400,0+500,Lokal Primer,SUMBEREJO,3380,1424
0+500,0+600,Lokal Primer,SUMBEREJO,3380,1425
0+600,0+700,Lokal Primer,SUMBEREJO,3380,1426
0+700,0+800,Lokal Primer,SUMBEREJO,3380,1427
0+800,0+900,Lokal Primer,SUMBEREJO,3380,1428
0+900,1+000,Lokal Primer,SUMBEREJO,3380,1429
1+000,1+100,Lokal Primer,SUMBEREJO,3380,1430
1+100,1+200,Lokal Primer,SUMBEREJO,3380,1431
1+200,1+300,Lokal Primer,SUMBEREJO,3380,1432
1+300,1+400,Lokal Primer,SUMBEREJO,3380,1433
1+400,1+400,Lokal Primer,SUMBEREJO,3380,1434
0+000,0+100,Lingkungan Primer,SUMBERSAMBI,1015,684
0+100,0+200,Lingkungan Primer,SUMBERSAMBI,1015,685
0+200,0+300,Lingkungan Primer,SUMBERSAMBI,1015,686
0+300,0+400,Lingkungan Primer,SUMBERSAMBI,1015,687
0+400,0+500,Lingkungan Primer,SUMBERSAMBI,1015,688
0+500,0+600,Lingkungan Primer,SUMBERSAMBI,1015,689
0+600,0+700,Lingkungan Primer,SUMBERSAMBI,1015,690
0+700,0+800,Lingkungan Primer,SUMBERSAMBI,1015,691
0+800,0+900,Lingkungan Primer,SUMBERSAMBI,1015,692
0+900,1+000,Lingkungan Primer,SUMBERSAMBI,1015,693
1+000,1+015,Lingkungan Primer,SUMBERSAMBI,1015,694
0+000,0+100,Lingkungan Primer,TEGUHAN,998,65
0+100,0+200,Lingkungan Primer,TEGUHAN,998,66
0+200,0+300,Lingkungan Primer,TEGUHAN,998,67
0+300,0+400,Lingkungan Primer,TEGUHAN,998,68
0+400,0+500,Lingkungan Primer,TEGUHAN,998,69
0+500,0+600,Lingkungan Primer,TEGUHAN,998,70
0+600,0+700,Lingkungan Primer,TEGUHAN,998,71
0+700,0+800,Lingkungan Primer,TEGUHAN,998,72
0+800,0+900,Lingkungan Primer,TEGUHAN,998,73
0+900,0+989,Lingkungan Primer,TEGUHAN,998,74
0+000,0+100,Lingkungan Primer,TEMPURSARI,936,380
0+100,0+200,Lingkungan Primer,TEMPURSARI,936,381
0+200,0+300,Lingkungan Primer,TEMPURSARI,936,382
0+300,0+400,Lingkungan Primer,TEMPURSARI,936,383
0+400,0+500,Lingkungan Primer,TEMPURSARI,936,384
0+500,0+600,Lingkungan Primer,TEMPURSARI,936,385
0+600,0+700,Lingkungan Primer,TEMPURSARI,936,386
0+700,0+800,Lingkungan Primer,TEMPURSARI,936,387
0+800,0+900,Lingkungan Primer,TEMPURSARI,936,388
0+900,0+935,Lingkungan Primer,TEMPURSARI,936,389
0+000,0+100,Lingkungan Primer,TILENG,1474,336
0+100,0+200,Lingkungan Primer,TILENG,1474,337
0+200,0+300,Lingkungan Primer,TILENG,1474,338
0+300,0+400,Lingkungan Primer,TILENG,1474,339
0+400,0+500,Lingkungan Primer,TILENG,1474,340
0+500,0+600,Lingkungan Primer,TILENG,1474,341
0+600,0+700,Lingkungan Primer,TILENG,1474,342
0+700,0+800,Lingkungan Primer,TILENG,1474,343
0+800,0+900,Lingkungan Primer,TILENG,1474,344
0+900,1+000,Lingkungan Primer,TILENG,1474,345
1+000,1+100,Lingkungan Primer,TILENG,1474,346
1+100,1+200,Lingkungan Primer,TILENG,1474,347
1+200,1+300,Lingkungan Primer,TILENG,1474,348
1+300,1+400,Lingkungan Primer,TILENG,1474,349
1+400,1+474,Lingkungan Primer,TILENG,1474,350
0+000,0+100,Lingkungan Primer,TULUNG,1220,671
0+100,0+200,Lingkungan Primer,TULUNG,1220,672
0+200,0+300,Lingkungan Primer,TULUNG,1220,673
0+300,0+400,Lingkungan Primer,TULUNG,1220,674
0+400,0+500,Lingkungan Primer,TULUNG,1220,675
0+500,0+600,Lingkungan Primer,TULUNG,1220,676
0+600,0+700,Lingkungan Primer,TULUNG,1220,677
0+700,0+800,Lingkungan Primer,TULUNG,1220,678
0+800,0+900,Lingkungan Primer,TULUNG,1220,679
0+900,1+000,Lingkungan Primer,TULUNG,1220,680
1+000,1+100,Lingkungan Primer,TULUNG,1220,681
1+100,1+200,Lingkungan Primer,TULUNG,1220,682
1+200,1+220,Lingkungan Primer,TULUNG,1220,683
0+000,0+100,Lingkungan Primer,WARUREJO I,2158,1064
0+100,0+200,Lingkungan Primer,WARUREJO I,2158,1065
0+200,0+300,Lingkungan Primer,WARUREJO I,2158,1066
0+300,0+400,Lingkungan Primer,WARUREJO I,2158,1067
0+400,0+500,Lingkungan Primer,WARUREJO I,2158,1068
0+500,0+600,Lingkungan Primer,WARUREJO I,2158,1069
0+600,0+700,Lingkungan Primer,WARUREJO I,2158,1070
0+700,0+800,Lingkungan Primer,WARUREJO I,2158,1071
0+800,0+900,Lingkungan Primer,WARUREJO I,2158,1072
0+900,1+000,Lingkungan Primer,WARUREJO I,2158,1073
1+000,1+100,Lingkungan Primer,WARUREJO I,2158,1074
1+100,1+200,Lingkungan Primer,WARUREJO I,2158,1075
1+200,1+300,Lingkungan Primer,WARUREJO I,2158,1076
1+300,1+400,Lingkungan Primer,WARUREJO I,2158,1077
1+400,1+500,Lingkungan Primer,WARUREJO I,2158,1078
1+500,1+600,Lingkungan Primer,WARUREJO I,2158,1079
1+600,1+700,Lingkungan Primer,WARUREJO I,2158,1080
1+700,1+800,Lingkungan Primer,WARUREJO I,2158,1081
1+800,1+900,Lingkungan Primer,WARUREJO I,2158,1082
1+900,2+000,Lingkungan Primer,WARUREJO I,2158,1083
2+000,2+100,Lingkungan Primer,WARUREJO I,2158,1084
2+100,2+158,Lingkungan Primer,WARUREJO I,2158,1085
0+000,0+100,Lingkungan Primer,WARUREJO II,1079,1086
0+100,0+200,Lingkungan Primer,WARUREJO II,1079,1087
0+200,0+300,Lingkungan Primer,WARUREJO II,1079,1088
0+300,0+400,Lingkungan Primer,WARUREJO II,1079,1089
0+400,0+500,Lingkungan Primer,WARUREJO II,1079,1090
0+500,0+600,Lingkungan Primer,WARUREJO II,1079,1091
0+600,0+700,Lingkungan Primer,WARUREJO II,1079,1092
0+700,0+800,Lingkungan Primer,WARUREJO II,1079,1093
0+800,0+900,Lingkungan Primer,WARUREJO II,1079,1094
0+900,1+000,Lingkungan Primer,WARUREJO II,1079,1095
1+000,1+085,Lingkungan Primer,WARUREJO II,1079,1096
0+000,0+100,Lingkungan Primer,WAYUT,1350,75
0+100,0+200,Lingkungan Primer,WAYUT,1350,76
0+200,0+300,Lingkungan Primer,WAYUT,1350,77
0+300,0+400,Lingkungan Primer,WAYUT,1350,78
0+400,0+500,Lingkungan Primer,WAYUT,1350,79
0+500,0+600,Lingkungan Primer,WAYUT,1350,80
0+600,0+700,Lingkungan Primer,WAYUT,1350,81
0+700,0+800,Lingkungan Primer,WAYUT,1350,82
0+800,0+900,Lingkungan Primer,WAYUT,1350,83
0+900,1+000,Lingkungan Primer,WAYUT,1350,84
1+000,1+100,Lingkungan Primer,WAYUT,1350,85
1+100,1+200,Lingkungan Primer,WAYUT,1350,86
1+200,1+300,Lingkungan Primer,WAYUT,1350,87
1+300,1+350,Lingkungan Primer,WAYUT,1350,88
0+000,0+100,Lingkungan Primer,WINONG,2324,511
0+100,0+200,Lingkungan Primer,WINONG,2324,512
0+200,0+300,Lingkungan Primer,WINONG,2324,513
0+300,0+400,Lingkungan Primer,WINONG,2324,514
0+400,0+500,Lingkungan Primer,WINONG,2324,515
0+500,0+600,Lingkungan Primer,WINONG,2324,516
0+600,0+700,Lingkungan Primer,WINONG,2324,517
0+700,0+800,Lingkungan Primer,WINONG,2324,518
0+800,0+900,Lingkungan Primer,WINONG,2324,519
0+900,1+000,Lingkungan Primer,WINONG,2324,520
1+000,1+100,Lingkungan Primer,WINONG,2324,521
1+100,1+200,Lingkungan Primer,WINONG,2324,522
1+200,1+300,Lingkungan Primer,WINONG,2324,523
1+300,1+400,Lingkungan Primer,WINONG,2324,524
1+400,1+500,Lingkungan Primer,WINONG,2324,525
1+500,1+600,Lingkungan Primer,WINONG,2324,526
1+600,1+700,Lingkungan Primer,WINONG,2324,527
1+700,1+800,Lingkungan Primer,WINONG,2324,528
1+800,1+900,Lingkungan Primer,WINONG,2324,529
1+900,2+000,Lingkungan Primer,WINONG,2324,530
2+000,2+100,Lingkungan Primer,WINONG,2324,531
2+100,2+196,Lingkungan Primer,WINONG,2324,532
0+000,0+100,Lingkungan Primer,WONOASRI,865,947
0+100,0+200,Lingkungan Primer,WONOASRI,865,948
0+200,0+300,Lingkungan Primer,WONOASRI,865,949
0+300,0+400,Lingkungan Primer,WONOASRI,865,950
0+400,0+500,Lingkungan Primer,WONOASRI,865,951
0+500,0+600,Lingkungan Primer,WONOASRI,865,952
0+600,0+700,Lingkungan Primer,WONOASRI,865,953
0+700,0+800,Lingkungan Primer,WONOASRI,865,954
0+800,0+800,Lingkungan Primer,WONOASRI,865,955
0+000,0+100,Lingkungan Primer,WONOREJO I,676,918
0+100,0+200,Lingkungan Primer,WONOREJO I,676,919
0+200,0+300,Lingkungan Primer,WONOREJO I,676,920
0+300,0+400,Lingkungan Primer,WONOREJO I,676,921
0+400,0+500,Lingkungan Primer,WONOREJO I,676,922
0+500,0+600,Lingkungan Primer,WONOREJO I,676,923
0+600,0+676,Lingkungan Primer,WONOREJO I,676,924
0+000,0+100,Lingkungan Primer,WONOREJO II,1358,925
0+100,0+200,Lingkungan Primer,WONOREJO II,1358,926
0+200,0+300,Lingkungan Primer,WONOREJO II,1358,927
0+300,0+400,Lingkungan Primer,WONOREJO II,1358,928
0+400,0+500,Lingkungan Primer,WONOREJO II,1358,929
0+500,0+600,Lingkungan Primer,WONOREJO II,1358,930
0+600,0+700,Lingkungan Primer,WONOREJO II,1358,931
0+700,0+800,Lingkungan Primer,WONOREJO II,1358,932
0+800,0+900,Lingkungan Primer,WONOREJO II,1358,933
0+900,1+000,Lingkungan Primer,WONOREJO II,1358,934
1+000,1+100,Lingkungan Primer,WONOREJO II,1358,935
1+100,1+200,Lingkungan Primer,WONOREJO II,1358,936
1+200,1+300,Lingkungan Primer,WONOREJO II,1358,937
1+300,1+358,Lingkungan Primer,WONOREJO II,1358,938
