Name;Panjang;STA_AWAL;STA_AKHIR;Kondisi;Tipe_Perke;Lebar_STA
4001 - JL. PATIMURA;951,29985818500;0+800;0+900;baik ;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+600;0+700;baik ;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+400;1+500;baik ;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;1+000;1+100;baik ;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+900;1+000;baik ;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+500;0+600;baik ;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+500;1+600;baik ;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+500;0+600;baik ;aspal;6
4009 - JL. FLAMBOYAN;444,84859355300;0+300;0+400;baik ;aspal;6
4010 - JL. DAHLIA;118,46596733600;0+100;0+118;baik ;aspal;6
4011 - JL. NUSA INDAH;436,39962923100;0+300;0+400;baik ;aspal;6
4012 - JL. KENANGA;430,16901950000;0+300;0+400;baik ;aspal;6
4013 - JL. ANGGREK;455,82925345400;0+300;0+400;baik ;aspal;6
4014 - JL. CEMPAKA;648,53833525500;0+500;0+600;baik ;aspal;6
4015 - JL. TANJUNG;205,79138812700;0+100;0+200;baik ;aspal;6
4016 - JL. MELATI;262,26581516300;0+100;0+200;baik ;aspal;6
4017 - JL. KEMUNING;553,06629999800;0+400;0+500;baik ;aspal;6
4018 - JL. SERUNI;386,64964338000;0+200;0+300;baik ;aspal;6
4019 - JL. GARUDA;161,76861117900;0+100;0+161;baik ;aspal;6
4020 - JL. DR. SUTOMO;665,14385003500;0+500;0+600;baik ;aspal;6
4021 - JL. PENANGGUNGAN;234,47697718200;0+100;0+200;baik ;aspal;6
4022 - JL. PANDAN;244,76979559900;0+100;0+200;baik ;aspal;6
4023 - JL. SEMERU;270,75358416200;0+100;0+200;baik ;aspal;6
4024 - JL. RINJANI;205,55865545300;0+100;0+200;baik ;aspal;6
4025 - JL. DIENG;375,20757709400;0+200;0+300;baik ;aspal;6
4026 - JL. SERAYU;127,20048371000;0+100;0+127;baik ;aspal;6
4027 - JL. CISADANE;122,91038172000;0+100;0+122;baik ;aspal;6
4028 - JL. MUSI;369,66270448100;0+200;0+300;baik ;aspal;6
4029 - JL. CITARUM;129,89632832300;0+100;0+100;baik ;aspal;6
4030 - JL. ANJASMORO;247,23504242600;0+100;0+200;baik ;aspal;6
4031 - JL. CILIWUNG;377,66743090000;0+200;0+300;baik ;aspal;6
4032 - JL. SINGOLUDRO II;599,56119156300;0+400;0+500;baik ;aspal;6
4033 - JL. BOGO;834,24218159800;0+700;0+800;baik ;aspal;6
4034 - JL. BOGO II;386,53061591800;0+200;0+300;baik ;aspal;6
4035 - JL. KAMBOJA;565,32962159700;0+400;0+500;baik ;aspal;6
4036 - JL. SRIGADING;492,11393880600;0+300;0+400;baik ;aspal;6
4037 - JL. MELATI I;172,51194191300;0+100;0+172;baik ;aspal;6
4038 - JL. MELATI II;263,19516325000;0+100;0+200;baik ;aspal;6
4039 - JL. KUNTO;2048,21134482000;1+900;2+000;baik ;aspal;6
4040 - JL. YOS SUDARSO;199,60171612600;0+100;0+199;baik ;aspal;6
4041 - JL. PRAMBANAN;481,86077505400;0+300;0+400;baik ;aspal;6
4042 - JL. BOROBUDUR;474,23355585300;0+300;0+400;baik ;aspal;6
4043 - JL. KALASAN;465,17438971600;0+300;0+400;baik ;aspal;6
4044 - JL. MENDUT;218,26553446300;0+100;0+200;baik ;aspal;6
4045 - JL. SALAK;292,61760449500;0+100;0+200;baik ;aspal;6
4046 - JL. MANGGA;228,71491476800;0+100;0+200;baik ;aspal;6
4047 - JL. SAWO;187,55837507400;0+100;0+187;baik ;aspal;6
4048 - JL. STASIUN TIMUR;240,62255904800;0+100;0+200;baik ;aspal;6
4049 - JL. SEMANGKA;353,56320842100;0+200;0+300;baik ;aspal;6
4050 - JL. KESEMEK;196,63278516800;0+100;0+196;baik ;aspal;6
4051 - JL. ANGGUR;252,72524343500;0+100;0+200;baik ;aspal;6
4052 - JL. MANGGIS;260,87935805000;0+100;0+200;baik ;aspal;6
4053 - JL. MELON;145,74291885800;0+100;0+145;baik ;aspal;6
4054 - JL. SIRSAK;145,68679615400;0+100;0+145;baik ;aspal;6
4055 - JL. RAMBUTAN;281,67572800300;0+100;0+200;baik ;aspal;6
4056 - JL. JAMBU;361,34822618700;0+200;0+300;baik ;aspal;6
4057 - JL. BISMO;876,84216251800;0+700;0+800;baik ;aspal;6
4058 - JL. PARIKESIT;782,61647842900;0+600;0+700;baik ;aspal;6
4059 - JL. BOLODEWO;371,68072955100;0+200;0+300;baik ;aspal;6
4060 - JL. KRESNA;457,14735601400;0+300;0+400;baik ;aspal;6
4061 - JL. MARKISA RAJA;609,96038908600;0+500;0+600;baik ;aspal;6
4062 - JL. APEL RAJA;212,59714887300;0+100;0+200;baik ;aspal;6
4063 - JL. PEPAYA RAJA;211,57021953000;0+100;0+200;baik ;aspal;6
4065 - JL. SAWO RAJA;176,87391026000;0+100;0+176;baik ;aspal;6
4067 - JL. KAKAK TUA;980,38845641400;0+800;0+900;baik ;aspal;6
4068 - JL. KARANGLO I;1278,61304597000;1+100;1+200;baik ;aspal;6
4069 - JL. KARANGLO II;128,62837824100;0+100;0+128;baik ;aspal;6
4071 - JL. SEMBADA;283,70035586800;0+100;0+200;baik ;aspal;6
4072 - JL. KYAI SERANG;241,21844653400;0+100;0+200;baik ;aspal;6
4073 - JL SUHADA HAJI;1273,49095589000;1+100;1+200;baik ;aspal;6
4074 - JL. KUTILANG;159,41779441000;0+100;0+159;baik ;aspal;6
4075 - JL. JL. MANYAR;587,81234804000;0+400;0+500;baik ;aspal;6
4076 - JL. S. PARMAN;212,72821791000;0+100;0+200;baik ;aspal;6
4077 - JL. PANJAITAN;608,25528260300;0+500;0+600;baik ;aspal;6
4078 - JL. SUMATRA;197,59607567900;0+100;0+197;baik ;aspal;6
4079 - JL. BALI;89,85126267840;0+000;0+089;baik ;aspal;6
4080 - JL. KALIMANTAN;395,86291941400;0+200;0+300;baik ;aspal;6
4081 - JL. MADURA;353,75838164800;0+200;0+300;baik ;aspal;6
4082 - JL. SULAWESI;192,24043788000;0+100;0+192;baik ;aspal;6
4083 - JL. FLORES;95,47079023120;0+000;0+095;baik ;aspal;6
4084 - JL. SUMBAWA;212,44624901900;0+100;0+200;baik ;aspal;6
4085 - JL. CENDRAWASIH;385,05539182300;0+200;0+300;baik ;aspal;6
4086 - JL. RAJAWALI;694,68675667100;0+500;0+600;baik ;aspal;6
4087 - JL. MENUR;319,35300893800;0+200;0+300;baik ;aspal;6
4088 - JL. NIAS;285,03591913600;0+100;0+200;baik ;aspal;6
4089 - JL. KENARI;657,00116993000;0+500;0+600;baik ;aspal;6
4090 - JL. PARKIT;291,26954464800;0+100;0+200;baik ;aspal;6
4091 - JL. BETET;797,86521984500;0+600;0+700;baik ;aspal;6
4092 - JL. SRITI;592,57136006800;0+400;0+500;baik ;aspal;6
4094 - JL. CEMPAKA II;128,91534048900;0+100;0+128;baik ;aspal;6
4095 - JL. CEMPAKA III;153,06134520100;0+100;0+153;baik ;aspal;6
4097 - JL. ANGGREK II;197,97097587100;0+100;0+197;baik ;aspal;6
4098 - JL. JUANDA;2348,19164622000;2+200;2+300;baik ;aspal;6
4099 - JL. PROGO;678,32983934200;0+500;0+600;baik ;aspal;6
4101 - JL. RUSUNAWA;286,27587689900;0+100;0+200;baik ;aspal;6
4102 - JL. MERPATI (MEJAYAN);258,00740021800;0+100;0+200;baik ;aspal;6
4103 - JL. IRIAN JAYA;439,90107498900;0+300;0+400;baik ;aspal;6
4104 - JL. PRAWIRO DIPURAN;360,67387664600;0+200;0+300;baik ;aspal;6
4105 - JL. KURMA RAJA;466,72191802300;0+300;0+400;baik ;aspal;6
4201 - JL. NGAGEL;1325,85497889000;1+200;1+300;baik ;aspal;6
4202 - JL. JANOKO;1132,68715871000;1+000;1+100;baik ;aspal;6
4203 - JL. SEDAH;1862,65725332000;1+700;1+800;sedang;aspal;6
4204 - JL. SASONO LOYO;521,67098022900;0+400;0+500;sedang;aspal;6
4205 - JL. KEBODALEM;531,35360653700;0+400;0+500;sedang;aspal;6
4206 - JL. SIDODADI;462,79544994400;0+300;0+400;sedang;aspal;6
4207 - JL. TEGALREJO;2332,83407444000;2+200;2+300;sedang;aspal;6
4208 - JL. NGRAWAN II;1413,45276358000;1+300;1+400;sedang;aspal;6
4209 - JL. KEMANTREN;826,44605615700;0+700;0+800;sedang;aspal;6
4210 - JL. NGRAWAN I;1155,42791786000;1+000;1+100;sedang;aspal;6
4211 - JL. PANCA UPAYA;961,61411783500;0+800;0+900;sedang;aspal;6
4213 - JL. KERTO RAHARJO;585,99744852400;0+400;0+500;sedang;aspal;6
4214 - JL. PANJANG PUNJUNG;2074,50368773000;1+900;2+000;sedang;aspal;6
4215 - JL. GEMAH RIPAH;712,50898891000;0+600;0+700;sedang;aspal;6
4216 - JL. SIDOASIH;361,34353677800;0+200;0+300;sedang;aspal;6
4217 - JL. TEGAL ARUM;1552,15940249000;1+400;1+500;sedang;aspal;6
4218 - JL. SIDOMUKTI;858,69791372800;0+700;0+800;sedang;aspal;6
4219 - JL. SIDOMULYO;748,63588736900;0+600;0+700;sedang;aspal;6
4220 - JL. WAKIDUN;204,66535392100;0+100;0+200;sedang;aspal;6
4221 - JL. SIDO AGUNG;444,96372360100;0+300;0+400;sedang;aspal;6
4222 - JL. PASIR WUKIR;385,24984704800;0+200;0+300;sedang;aspal;6
4223 - JL. TOTO TERTIB;413,51647972500;0+300;0+400;sedang;aspal;6
4224 - JL. BERBUDI;485,79429328200;0+300;0+400;sedang;aspal;6
4225 - JL. JUWET/SURO;434,43253240900;0+300;0+400;sedang;aspal;6
4226 - JL. PUNDEN;622,27962137100;0+500;0+600;sedang;aspal;6
4227 - JL. PERHUTANI;746,67467471800;0+600;0+700;sedang;aspal;6
4228 - JL. M.I. BUNGA BANGSA;725,51840692900;0+600;0+700;sedang;aspal;6
4229 - JL. M.I. FARHIN;834,95945907100;0+700;0+800;sedang;aspal;6
4230 - JL. WAHID HASYIM;2271,13715372000;2+100;2+200;sedang;aspal;6
4231 - JL. COKRO AMINOTO;602,97421387100;0+500;0+600;sedang;aspal;6
4232 - JL. TENGKU UMAR;844,32678304000;0+700;0+800;sedang;aspal;6
4233 - JL. SANDANG PANGAN;242,68323260700;0+100;0+200;sedang;aspal;6
4234 - JL. TOTO TENTREM;508,59464834900;0+400;0+500;sedang;aspal;6
4235 - JL. LOHJINAWI;636,14806304800;0+500;0+600;sedang;aspal;6
4236 - JL. SANGGRAHAN;863,08723822400;0+700;0+800;sedang;aspal;6
4237 - JL. LAPANGAN BERAN;425,09622046500;0+300;0+400;sedang;aspal;6
4238 - JL. TEGAL ASRI;1210,69022402000;1+100;1+200;sedang;aspal;6
4239 - JL. MONTIKAN;1105,38157050000;1+000;1+100;sedang;aspal;6
4240 - JL. DIPONEGORO;773,58497002300;0+600;0+700;sedang;aspal;6
4241 - JL. RADEN PATAH;315,44661654300;0+200;0+300;sedang;aspal;6
4242 - JL. K.H. MOJO I;413,39363302100;0+300;0+400;sedang;aspal;6
4243 - JL. K.H. MOJO II;270,69605066900;0+100;0+200;sedang;aspal;6
4244 - JL. AGUS SALIM;1497,33011671000;1+300;"1+400
";sedang;aspal;6
4245 - JL. MELATI;357,98665952100;0+200;0+300;sedang;aspal;6
4246 - JL. MENUR;613,40238051800;0+500;0+600;sedang;aspal;6
4247 - JL. NOGO;1240,61743196000;1+100;1+200;sedang;aspal;6
4248 - JL. SAUR;782,66877475000;0+600;0+700;sedang;aspal;6
4301 - JL. SUMBERMORO;499,51708759100;0+300;0+400;sedang;aspal;6
4302 - JL. SUMBERSAKTI;242,39656392800;0+100;0+200;sedang;aspal;6
4303 - JL. KARYAWAN;383,00097081800;0+200;0+300;sedang;aspal;6
4304 - JL. SUMBER MAS;323,47411211600;0+200;0+300;sedang;aspal;6
4305 - JL. SENDANG BEJI;326,79403212500;0+200;0+300;sedang;aspal;6
4306 - JL. BRANJANGAN I/B;258,10697930000;0+100;0+200;sedang;aspal;6
4307 - JL. BRANJANGAN I;326,90905547000;0+200;0+300;sedang;aspal;6
4308 - JL. SETYA RUKUN;499,86503043400;0+300;0+400;sedang;aspal;6
4309 - JL. SERBA GUNA;187,76493032000;0+100;0+187;sedang;aspal;6
4310 - JL. EKA BHAKTI;736,05812977500;0+600;0+700;sedang;aspal;6
4311 - JL. SWAKARYA;317,36517683600;0+200;0+300;sedang;aspal;6
4312 - JL. SWANARDIPA;194,83354163100;0+100;0+194;sedang;aspal;6
4313 - JL. SWASEMBADA;263,43414567200;0+100;0+200;sedang;aspal;6
4314 - JL. KANAL TIMUR;1094,12449977000;0+900;1+000;sedang;aspal;6
4315 - JL. SETYA DARMA;667,64032957900;0+500;0+600;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+000;0+100;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+100;0+200;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+200;0+300;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+300;0+400;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+400;0+500;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+500;0+600;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+600;0+700;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+700;0+800;sedang;aspal;6
4001 - JL. PATIMURA;951,29985818500;0+900;0+951;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+000;0+100;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+100;0+200;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+200;0+300;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+300;0+400;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+400;0+500;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+500;0+600;sedang;aspal;6
4002 - JL. LETJEN SUTOYO;767,04205801200;0+700;0+767;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+000;0+100;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+100;0+200;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+200;0+300;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+300;0+400;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+400;0+500;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+500;0+600;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+600;0+700;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+700;0+800;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+800;0+900;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;0+900;1+000;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+000;1+100;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+100;1+200;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+200;1+300;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+300;1+400;sedang;aspal;6
4003 - JL. S. TENDEAN;1577,94351783000;1+500;1+577;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+000;0+100;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+100;0+200;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+200;0+300;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+300;0+400;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+400;0+500;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+500;0+600;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+600;0+700;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+700;0+800;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+800;0+900;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;0+900;1+000;sedang;aspal;6
4004 - JL. DIPONEGORO;1170,07889407000;1+100;1+170;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+000;0+100;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+100;0+200;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+200;0+300;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+300;0+400;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+400;0+500;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+500;0+600;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+600;0+700;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+700;0+800;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;0+800;0+900;sedang;aspal;6
4005 - JL. SINGOLUDRO;1075,21828042000;1+000;1+075;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+000;0+100;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+100;0+200;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+200;0+300;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+300;0+400;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+400;0+500;sedang;aspal;6
4006 - JL. KOL. MARHADI;695,28340880500;0+600;0+695;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+000;0+100;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+100;0+200;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+200;0+300;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+300;0+400;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+400;0+500;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+500;0+600;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+600;0+700;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+700;0+800;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+800;0+900;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;0+900;1+000;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+000;1+100;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+100;1+200;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+200;1+300;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+300;1+400;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+400;1+500;sedang;aspal;6
4007 - JL. MT. HARYONO;1625,38510805000;1+600;1+625;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+000;0+100;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+100;0+200;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+200;0+300;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+300;0+400;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+400;0+500;sedang;aspal;6
4008 - JL. H. AGUS SALIM;696,67154366900;0+600;0+696;sedang;aspal;6
4009 - JL. FLAMBOYAN;444,84859355300;0+000;0+100;sedang;aspal;6
4009 - JL. FLAMBOYAN;444,84859355300;0+100;0+200;sedang;aspal;6
4009 - JL. FLAMBOYAN;444,84859355300;0+200;0+300;sedang;aspal;6
4009 - JL. FLAMBOYAN;444,84859355300;0+400;0+444;sedang;aspal;6
4010 - JL. DAHLIA;118,46596733600;0+000;0+100;sedang;aspal;6
4011 - JL. NUSA INDAH;436,39962923100;0+000;0+100;sedang;aspal;6
4011 - JL. NUSA INDAH;436,39962923100;0+100;0+200;sedang;aspal;6
4011 - JL. NUSA INDAH;436,39962923100;0+200;0+300;sedang;aspal;6
4011 - JL. NUSA INDAH;436,39962923100;0+400;0+436;sedang;aspal;6
4012 - JL. KENANGA;430,16901950000;0+000;0+100;sedang;aspal;6
4012 - JL. KENANGA;430,16901950000;0+100;0+200;sedang;aspal;6
4012 - JL. KENANGA;430,16901950000;0+200;0+300;sedang;aspal;6
