Panjang;STA_AWAL;STA_AKHIR;No;Nm_Ruas;Kondisi;Tipe_Perke;Lebar_STA
746,67;0+200;0+300;783;4227 - JL. PERHUTANI;baik;aspal;3
746,67;0+300;0+400;784;4227 - JL. PERHUTANI;baik;aspal;3
746,67;0+400;0+500;785;4227 - JL. PERHUTANI;sedang;aspal;3
746,67;0+500;0+600;786;4227 - JL. PERHUTANI;sedang;aspal;3
746,67;0+600;0+700;780;4227 - JL. PERHUTANI;RR;aspal;3
746,67;0+700;0+746;787;4227 - JL. PERHUTANI;baik;aspal;3
725,52;0+000;0+100;789;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+100;0+200;790;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+200;0+300;791;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+300;0+400;792;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+400;0+500;793;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+500;0+600;794;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+600;0+700;788;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
725,52;0+700;0+725;795;4228 - JL. M.I. BUNGA BANGSA;baik;aspal;3
834,96;0+000;0+100;797;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+100;0+200;798;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+200;0+300;799;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+300;0+400;800;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+400;0+500;801;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+500;0+600;802;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+600;0+700;803;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+700;0+800;796;4229 - JL. M.I. FARHIN;baik;aspal;3
834,96;0+800;0+834;804;4229 - JL. M.I. FARHIN;baik;aspal;3
2271,14;0+000;0+100;806;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+100;0+200;807;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+200;0+300;808;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+300;0+400;809;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+400;0+500;810;4230 - JL. WAHID HASYIM;sedang;aspal;3
2271,14;0+500;0+600;811;4230 - JL. WAHID HASYIM;sedang;aspal;3
2271,14;0+600;0+700;812;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+700;0+800;813;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+800;0+900;814;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;0+900;1+000;815;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+000;1+100;816;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+100;1+200;817;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+200;1+300;818;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+300;1+400;819;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+400;1+500;820;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+500;1+600;821;4230 - JL. WAHID HASYIM;sedang;aspal;3
2271,14;1+600;1+700;822;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;1+700;1+800;823;4230 - JL. WAHID HASYIM;sedang;aspal;3
2271,14;1+800;1+900;824;4230 - JL. WAHID HASYIM;sedang;aspal;3
2271,14;1+900;2+000;825;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;2+000;2+100;826;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;2+100;2+200;805;4230 - JL. WAHID HASYIM;baik;aspal;3
2271,14;2+200;2+271;827;4230 - JL. WAHID HASYIM;baik;aspal;3
602,97;0+000;0+100;829;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+100;0+200;830;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+200;0+300;831;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+300;0+400;832;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+400;0+500;833;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+500;0+600;828;4231 - JL. COKRO AMINOTO;baik;aspal;3
602,97;0+600;0+602;834;4231 - JL. COKRO AMINOTO;baik;aspal;3
844,33;0+000;0+100;836;4232 - JL. TENGKU UMAR;baik;aspal;3
844,33;0+100;0+200;837;4232 - JL. TENGKU UMAR;baik;aspal;3
844,33;0+200;0+300;838;4232 - JL. TENGKU UMAR;sedang;aspal;3
844,33;0+300;0+400;839;4232 - JL. TENGKU UMAR;baik;beton;3
844,33;0+400;0+500;840;4232 - JL. TENGKU UMAR;sedang;beton;3
844,33;0+500;0+600;841;4232 - JL. TENGKU UMAR;baik;beton;3
844,33;0+600;0+700;842;4232 - JL. TENGKU UMAR;sedang;aspal;3
844,33;0+700;0+800;835;4232 - JL. TENGKU UMAR;sedang;aspal;3
844,33;0+800;0+844;843;4232 - JL. TENGKU UMAR;sedang;aspal;3
242,68;0+000;0+100;845;4233 - JL. SANDANG PANGAN;baik;aspal;6
242,68;0+100;0+200;844;4233 - JL. SANDANG PANGAN;baik;aspal;6
242,68;0+200;0+242;846;4233 - JL. SANDANG PANGAN;baik;aspal;6
508,59;0+000;0+100;848;4234 - JL. TOTO TENTREM;baik;aspal;3
508,59;0+100;0+200;849;4234 - JL. TOTO TENTREM;baik;aspal;3
508,59;0+200;0+300;850;4234 - JL. TOTO TENTREM;baik;aspal;3
508,59;0+300;0+400;851;4234 - JL. TOTO TENTREM;baik;aspal;3
508,59;0+400;0+500;847;4234 - JL. TOTO TENTREM;baik;aspal;3
508,59;0+500;0+508;852;4234 - JL. TOTO TENTREM;baik;aspal;3
636,15;0+000;0+100;854;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+100;0+200;855;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+200;0+300;856;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+300;0+400;857;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+400;0+500;858;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+500;0+600;853;4235 - JL. LOHJINAWI;baik;aspal;3
636,15;0+600;0+636;859;4235 - JL. LOHJINAWI;baik;aspal;3
863,09;0+000;0+100;861;4236 - JL. SANGGRAHAN;baik;aspal;6
863,09;0+100;0+200;862;4236 - JL. SANGGRAHAN;RR;aspal;6
863,09;0+200;0+300;863;4236 - JL. SANGGRAHAN;sedang;aspal;3
863,09;0+300;0+400;864;4236 - JL. SANGGRAHAN;baik;aspal;3
863,09;0+400;0+500;865;4236 - JL. SANGGRAHAN;baik;aspal;3
863,09;0+500;0+600;866;4236 - JL. SANGGRAHAN;baik;aspal;3
863,09;0+600;0+700;867;4236 - JL. SANGGRAHAN;baik;aspal;3
863,09;0+700;0+800;860;4236 - JL. SANGGRAHAN;baik;aspal;3
863,09;0+800;0+863;868;4236 - JL. SANGGRAHAN;baik;aspal;3
425,10;0+000;0+100;870;4237 - JL. LAPANGAN BERAN;baik;aspal;3
425,10;0+100;0+200;871;4237 - JL. LAPANGAN BERAN;baik;aspal;3
425,10;0+200;0+300;872;4237 - JL. LAPANGAN BERAN;baik;aspal;3
425,10;0+300;0+400;869;4237 - JL. LAPANGAN BERAN;baik;aspal;3
425,10;0+400;0+425;873;4237 - JL. LAPANGAN BERAN;baik;aspal;3
1210,69;0+000;0+100;875;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+100;0+200;876;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+200;0+300;877;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+300;0+400;878;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+400;0+500;879;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+500;0+600;880;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+600;0+700;881;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+700;0+800;882;4238 - JL. TEGAL ASRI;RB;makadam;3
1210,69;0+800;0+900;883;4238 - JL. TEGAL ASRI;RB;beton;3
1210,69;0+900;1+000;884;4238 - JL. TEGAL ASRI;RB;aspal;3
1210,69;1+000;1+100;885;4238 - JL. TEGAL ASRI;sedang;aspal;3
1210,69;1+100;1+200;874;4238 - JL. TEGAL ASRI;sedang;aspal;3
1210,69;1+200;1+210;886;4238 - JL. TEGAL ASRI;baik;aspal;3
1105,38;0+000;0+100;888;4239 - JL. MONTIKAN;baik;aspal;2
1105,38;0+100;0+200;889;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+200;0+300;890;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+300;0+400;891;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+400;0+500;892;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+500;0+600;893;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+600;0+700;894;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+700;0+800;895;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+800;0+900;896;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;0+900;1+000;897;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;1+000;1+100;887;4239 - JL. MONTIKAN;baik;aspal;3
1105,38;1+100;1+105;898;4239 - JL. MONTIKAN;baik;aspal;3
773,58;0+000;0+100;900;4240 - JL. DIPONEGORO;baik;aspal;5
773,58;0+100;0+200;901;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+200;0+300;902;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+300;0+400;903;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+400;0+500;904;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+500;0+600;905;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+600;0+700;899;4240 - JL. DIPONEGORO;baik;aspal;3
773,58;0+700;0+773;906;4240 - JL. DIPONEGORO;baik;aspal;3
315,45;0+000;0+100;908;4241 - JL. RADEN PATAH;baik;aspal;3
315,45;0+100;0+200;909;4241 - JL. RADEN PATAH;baik;aspal;3
315,45;0+200;0+300;907;4241 - JL. RADEN PATAH;baik;aspal;3
315,45;0+300;0+315;910;4241 - JL. RADEN PATAH;baik;aspal;3
413,39;0+000;0+100;912;4242 - JL. K.H. MOJO I;baik;aspal;3
413,39;0+100;0+200;913;4242 - JL. K.H. MOJO I;baik;aspal;3
413,39;0+200;0+300;914;4242 - JL. K.H. MOJO I;baik;aspal;3
413,39;0+300;0+400;911;4242 - JL. K.H. MOJO I;baik;aspal;3
413,39;0+400;0+413;915;4242 - JL. K.H. MOJO I;baik;aspal;3
270,70;0+000;0+100;917;4243 - JL. K.H. MOJO II;baik;aspal;3
270,70;0+100;0+200;916;4243 - JL. K.H. MOJO II;baik;aspal;3
270,70;0+200;0+270;918;4243 - JL. K.H. MOJO II;baik;aspal;3
1497,33;0+000;0+100;920;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+100;0+200;921;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+200;0+300;922;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+300;0+400;923;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+400;0+500;924;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+500;0+600;925;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+600;0+700;926;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+700;0+800;927;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+800;0+900;928;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;0+900;1+000;929;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;1+000;1+100;930;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;1+100;1+200;931;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;1+200;1+300;932;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;1+300;"1+400
";919;4244 - JL. AGUS SALIM;baik;aspal;4
1497,33;1+400;1+497;933;4244 - JL. AGUS SALIM;baik;aspal;4
357,99;0+000;0+100;935;4245 - JL. MELATI;baik;aspal;5
357,99;0+100;0+200;936;4245 - JL. MELATI;baik;aspal;5
357,99;0+200;0+300;934;4245 - JL. MELATI;baik;aspal;4
357,99;0+300;0+357;937;4245 - JL. MELATI;baik;aspal;4
613,40;0+000;0+100;939;4246 - JL. MENUR;baik;aspal;4
613,40;0+100;0+200;940;4246 - JL. MENUR;baik;aspal;4
613,40;0+200;0+300;941;4246 - JL. MENUR;baik;aspal;4
613,40;0+300;0+400;942;4246 - JL. MENUR;RR;aspal;4
613,40;0+400;0+500;943;4246 - JL. MENUR;sedang;aspal;3
613,40;0+500;0+600;938;4246 - JL. MENUR;sedang;aspal;3
613,40;0+600;0+613;944;4246 - JL. MENUR;sedang;aspal;3
1240,62;0+000;0+100;946;4247 - JL. NOGO;baik;aspal;3
1240,62;0+100;0+200;947;4247 - JL. NOGO;baik;aspal;3
1240,62;0+200;0+300;948;4247 - JL. NOGO;baik;aspal;3
1240,62;0+300;0+400;949;4247 - JL. NOGO;baik;aspal;3
1240,62;0+400;0+500;950;4247 - JL. NOGO;baik;aspal;3
1240,62;0+500;0+600;951;4247 - JL. NOGO;baik;aspal;3
1240,62;0+600;0+700;952;4247 - JL. NOGO;baik;aspal;3
1240,62;0+700;0+800;953;4247 - JL. NOGO;baik;aspal;3
1240,62;0+800;0+900;954;4247 - JL. NOGO;RR;aspal;3
1240,62;0+900;1+000;955;4247 - JL. NOGO;RR;aspal;3
1240,62;1+000;1+100;956;4247 - JL. NOGO;RB;aspal;3
1240,62;1+100;1+200;945;4247 - JL. NOGO;RR;aspal;3
1240,62;1+200;1+240;957;4247 - JL. NOGO;baik;aspal;3
782,67;0+000;0+100;959;4248 - JL. SAUR;baik;aspal;3
782,67;0+100;0+200;960;4248 - JL. SAUR;baik;aspal;5
782,67;0+200;0+300;961;4248 - JL. SAUR;baik;aspal;3
782,67;0+300;0+400;962;4248 - JL. SAUR;baik;aspal;3
782,67;0+400;0+500;963;4248 - JL. SAUR;baik;aspal;3
782,67;0+500;0+600;964;4248 - JL. SAUR;sedang;aspal;3
782,67;0+600;0+700;958;4248 - JL. SAUR;sedang;aspal;3
782,67;0+700;0+782;965;4248 - JL. SAUR;sedang;aspal;3
499,52;0+000;0+100;967;4301 - JL. SUMBERMORO;baik;aspal;3
499,52;0+100;0+200;968;4301 - JL. SUMBERMORO;baik;aspal;3
499,52;0+200;0+300;969;4301 - JL. SUMBERMORO;baik;aspal;3
499,52;0+300;0+400;966;4301 - JL. SUMBERMORO;baik;aspal;3
499,52;0+400;0+499;970;4301 - JL. SUMBERMORO;baik;aspal;3
242,40;0+000;0+100;972;4302 - JL. SUMBERSAKTI;baik;aspal;3
242,40;0+100;0+200;971;4302 - JL. SUMBERSAKTI;baik;aspal;3
242,40;0+200;0+242;973;4302 - JL. SUMBERSAKTI;baik;aspal;3
383,00;0+000;0+100;975;4303 - JL. KARYAWAN;baik;aspal;3
383,00;0+100;0+200;976;4303 - JL. KARYAWAN;baik;aspal;3
383,00;0+200;0+300;974;4303 - JL. KARYAWAN;baik;aspal;3
383,00;0+300;0+383;977;4303 - JL. KARYAWAN;baik;aspal;3
323,47;0+000;0+100;979;4304 - JL. SUMBER MAS;baik;aspal;3
323,47;0+100;0+200;980;4304 - JL. SUMBER MAS;sedang;aspal;3
323,47;0+200;0+300;978;4304 - JL. SUMBER MAS;RR;aspal;3
323,47;0+300;0+323;981;4304 - JL. SUMBER MAS;RR;aspal;3
326,79;0+000;0+100;983;4305 - JL. SENDANG BEJI;baik;aspal;3
326,79;0+100;0+200;984;4305 - JL. SENDANG BEJI;baik;aspal;3
326,79;0+200;0+300;982;4305 - JL. SENDANG BEJI;baik;aspal;3
326,79;0+300;0+326;985;4305 - JL. SENDANG BEJI;baik;aspal;3
258,11;0+000;0+100;987;4306 - JL. BRANJANGAN I/B;baik;aspal;3
258,11;0+100;0+200;986;4306 - JL. BRANJANGAN I/B;sedang;aspal;3
258,11;0+200;0+258;988;4306 - JL. BRANJANGAN I/B;sedang;aspal;3
326,91;0+000;0+100;990;4307 - JL. BRANJANGAN I;sedang;aspal;3
326,91;0+100;0+200;991;4307 - JL. BRANJANGAN I;baik;beton;3
326,91;0+200;0+300;989;4307 - JL. BRANJANGAN I;sedang;beton;3
326,91;0+300;0+326;992;4307 - JL. BRANJANGAN I;sedang;beton;3
499,87;0+000;0+100;994;4308 - JL. SETYA RUKUN;baik;aspal;3
499,87;0+100;0+200;995;4308 - JL. SETYA RUKUN;baik;aspal;3
499,87;0+200;0+300;996;4308 - JL. SETYA RUKUN;baik;aspal;3
499,87;0+300;0+400;993;4308 - JL. SETYA RUKUN;baik;aspal;3
499,87;0+400;0+499;997;4308 - JL. SETYA RUKUN;baik;aspal;3
187,76;0+000;0+100;999;4309 - JL. SERBA GUNA;RR;aspal;4
187,76;0+100;0+187;998;4309 - JL. SERBA GUNA;sedang;aspal;4
736,06;0+000;0+100;1001;4310 - JL. EKA BHAKTI;sedang;beton;5
736,06;0+100;0+200;1002;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+200;0+300;1003;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+300;0+400;1004;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+400;0+500;1005;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+500;0+600;1006;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+600;0+700;1000;4310 - JL. EKA BHAKTI;baik;beton;4
736,06;0+700;0+736;1007;4310 - JL. EKA BHAKTI;baik;beton;4
317,37;0+000;0+100;1009;4311 - JL. SWAKARYA;baik;beton;4
317,37;0+100;0+200;1010;4311 - JL. SWAKARYA;baik;beton;4
317,37;0+200;0+300;1008;4311 - JL. SWAKARYA;baik;beton;4
317,37;0+300;0+317;1011;4311 - JL. SWAKARYA;baik;beton;4
194,83;0+000;0+100;1013;4312 - JL. SWANARDIPA;sedang;beton;5
194,83;0+100;0+194;1012;4312 - JL. SWANARDIPA;RR;beton;5
263,43;0+000;0+100;1015;4313 - JL. SWASEMBADA;sedang;beton;4
263,43;0+100;0+200;1014;4313 - JL. SWASEMBADA;sedang;beton;4
263,43;0+200;0+263;1016;4313 - JL. SWASEMBADA;baik;aspal;4
1094,12;0+000;0+100;1018;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+100;0+200;1019;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+200;0+300;1020;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+300;0+400;1021;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+400;0+500;1022;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+500;0+600;1023;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+600;0+700;1024;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+700;0+800;1025;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;0+800;0+900;1026;4314 - JL. KANAL TIMUR;sedang;aspal;4
1094,12;0+900;1+000;1017;4314 - JL. KANAL TIMUR;baik;aspal;4
1094,12;1+000;1+094;1027;4314 - JL. KANAL TIMUR;baik;aspal;4
667,64;0+000;0+100;1029;4315 - JL. SETYA DARMA;sedang;aspal;3
667,64;0+100;0+200;1030;4315 - JL. SETYA DARMA;baik;aspal;3
667,64;0+200;0+300;1031;4315 - JL. SETYA DARMA;baik;aspal;3
667,64;0+300;0+400;1032;4315 - JL. SETYA DARMA;baik;aspal;3
667,64;0+400;0+500;1033;4315 - JL. SETYA DARMA;sedang;aspal;3
667,64;0+500;0+600;1028;4315 - JL. SETYA DARMA;baik;aspal;3
667,64;0+600;0+667;1034;4315 - JL. SETYA DARMA;baik;aspal;3
