FID;Shape *;Nm_Ruas;Kd_Inf;Panjang;STA_AWAL;STA_AKHIR;Kondisi;Tipe_Perke;Lebar_STA
419;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+000;12+100;sedang;aspal;6
420;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+100;12+200;sedang;aspal;6
421;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+200;12+300;sedang;aspal;6
422;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+300;12+400;sedang;aspal;6
423;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+400;12+500;sedang;aspal;6
424;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+500;12+600;sedang;aspal;6
425;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+600;12+700;sedang;aspal;6
426;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+700;12+800;sedang;aspal;6
427;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+800;12+900;sedang;aspal;6
428;Polyline ZM;Jl. Caruban-Morang;003;14.510;12+900;13+000;sedang;aspal;6
429;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+000;13+100;sedang;aspal;6
430;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+100;13+200;sedang;aspal;6
431;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+200;13+300;sedang;aspal;6
432;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+300;13+400;sedang;aspal;6
433;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+400;13+500;sedang;aspal;6
434;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+500;13+600;sedang;aspal;6
435;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+600;13+700;sedang;aspal;6
436;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+700;13+800;sedang;aspal;6
437;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+800;13+900;sedang;aspal;6
438;Polyline ZM;Jl. Caruban-Morang;003;14.510;13+900;14+000;sedang;aspal;6
439;Polyline ZM;Jl. Caruban-Morang;003;14.510;14+000;14+100;sedang;aspal;6
440;Polyline ZM;Jl. Caruban-Morang;003;14.510;14+100;14+200;sedang;aspal;6
441;Polyline ZM;Jl. Caruban-Morang;003;14.510;14+200;14+300;sedang;aspal;6
442;Polyline ZM;Jl. Caruban-Morang;003;14.510;14+400;14+498;sedang;aspal;6
31;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+700;7+800;sedang;aspal;6
443;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+000;0+100;sedang;aspal;6
444;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+100;0+200;sedang;aspal;6
445;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+200;0+300;sedang;aspal;6
446;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+300;0+400;sedang;aspal;6
447;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+400;0+500;sedang;aspal;6
448;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+500;0+600;sedang;aspal;6
449;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+600;0+700;sedang;aspal;6
450;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+700;0+800;sedang;aspal;6
451;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+800;0+900;sedang;aspal;6
452;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;0+900;1+000;sedang;aspal;6
453;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+000;1+100;sedang;aspal;6
454;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+100;1+200;sedang;aspal;6
455;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+200;1+300;sedang;aspal;6
456;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+300;1+400;sedang;aspal;6
457;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+400;1+500;sedang;aspal;6
458;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+500;1+600;sedang;aspal;6
459;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+600;1+700;sedang;aspal;6
460;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+700;1+800;sedang;aspal;6
461;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+800;1+900;sedang;aspal;6
462;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;1+900;2+000;sedang;aspal;6
463;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+000;2+100;sedang;aspal;6
464;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+100;2+200;sedang;aspal;6
465;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+200;2+300;sedang;aspal;6
466;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+300;2+400;sedang;aspal;6
467;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+400;2+500;sedang;aspal;6
468;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+500;2+600;sedang;aspal;6
469;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+600;2+700;sedang;aspal;6
470;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+700;2+800;sedang;aspal;6
471;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+800;2+900;sedang;aspal;6
472;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;2+900;3+000;sedang;aspal;6
473;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+000;3+100;sedang;aspal;6
474;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+100;3+200;sedang;aspal;6
475;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+200;3+300;sedang;aspal;6
476;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+300;3+400;sedang;aspal;6
477;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+400;3+500;sedang;aspal;6
478;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+500;3+600;sedang;aspal;6
479;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+600;3+700;sedang;aspal;6
480;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+700;3+800;sedang;aspal;6
481;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+800;3+900;sedang;aspal;6
482;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;3+900;4+000;sedang;aspal;6
483;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+000;4+100;sedang;aspal;6
484;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+100;4+200;sedang;aspal;6
485;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+200;4+300;sedang;aspal;6
486;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+300;4+400;sedang;aspal;6
487;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+400;4+500;sedang;aspal;6
488;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+500;4+600;sedang;aspal;6
489;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+600;4+700;sedang;aspal;6
490;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+700;4+800;sedang;aspal;6
491;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+800;4+900;sedang;aspal;6
492;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;4+900;5+000;sedang;aspal;6
493;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+000;5+100;sedang;aspal;6
494;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+100;5+200;sedang;aspal;6
495;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+200;5+300;sedang;aspal;6
496;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+300;5+400;sedang;aspal;6
497;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+400;5+500;sedang;aspal;6
498;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+500;5+600;sedang;aspal;6
499;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+600;5+700;sedang;aspal;6
500;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+700;5+800;sedang;aspal;6
501;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+800;5+900;sedang;aspal;6
502;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;5+900;6+000;sedang;aspal;6
503;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+000;6+100;sedang;aspal;6
504;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+100;6+200;sedang;aspal;6
505;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+200;6+300;sedang;aspal;6
506;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+300;6+400;sedang;aspal;6
507;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+400;6+500;sedang;aspal;6
508;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+500;6+600;sedang;aspal;6
509;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+600;6+700;sedang;aspal;6
510;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+700;6+800;sedang;aspal;6
511;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+800;6+900;sedang;aspal;6
512;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;6+900;7+000;sedang;aspal;6
513;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+000;7+100;sedang;aspal;6
514;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+100;7+200;sedang;aspal;6
515;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+200;7+300;sedang;aspal;6
516;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+300;7+400;sedang;aspal;6
517;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+400;7+500;sedang;aspal;6
518;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+500;7+600;sedang;aspal;6
519;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;7+600;7+700;sedang;aspal;6
520;Polyline ZM;Jl. Balerejo-Muneng;004;7.800;"7+800
";7+836;sedang;aspal;6
84;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+700;1+800;sedang;aspal;6
521;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+000;0+100;sedang;aspal;6
522;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+100;0+200;sedang;aspal;6
523;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+200;0+300;sedang;aspal;6
524;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+300;0+400;sedang;aspal;6
525;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+400;0+500;sedang;aspal;6
526;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+500;0+600;sedang;aspal;6
527;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+600;0+700;sedang;aspal;6
528;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+700;0+800;sedang;aspal;6
529;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+800;0+900;sedang;aspal;6
530;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;0+900;1+000;sedang;aspal;6
531;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+000;1+100;sedang;aspal;6
532;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+100;1+200;sedang;aspal;6
533;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+200;1+300;sedang;aspal;6
534;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+300;1+400;sedang;aspal;6
535;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+400;1+500;sedang;aspal;6
536;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+500;1+600;sedang;aspal;6
537;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+600;1+700;sedang;aspal;6
538;Polyline ZM;Jl. Pagotan-Dagangan;005;1.840;1+800;1+847;sedang;aspal;6
124;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;"6+700
";6+800;sedang;aspal;6
539;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+000;0+100;sedang;aspal;6
540;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+100;0+200;sedang;aspal;6
541;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+200;0+300;sedang;aspal;6
542;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+300;0+400;sedang;aspal;6
543;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+400;0+500;sedang;aspal;6
544;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+500;0+600;sedang;aspal;6
545;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+600;0+700;sedang;aspal;6
546;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+700;0+800;sedang;aspal;6
547;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+800;0+900;sedang;aspal;6
548;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;0+900;1+000;sedang;aspal;6
549;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+000;1+100;sedang;aspal;6
550;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+100;1+200;sedang;aspal;6
551;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+200;1+300;sedang;aspal;6
552;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+300;1+400;sedang;aspal;6
553;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+400;1+500;sedang;aspal;6
554;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+500;1+600;sedang;aspal;6
555;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+600;1+700;sedang;aspal;6
556;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+700;1+800;sedang;aspal;6
557;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+800;1+900;sedang;aspal;6
558;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;1+900;2+000;sedang;aspal;6
559;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+000;2+100;sedang;aspal;6
560;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+100;2+200;sedang;aspal;6
561;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+200;2+300;sedang;aspal;6
562;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+300;2+400;sedang;aspal;6
563;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+400;2+500;sedang;aspal;6
564;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+500;2+600;sedang;aspal;6
565;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+600;2+700;sedang;aspal;6
566;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+700;2+800;sedang;aspal;6
567;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+800;2+900;sedang;aspal;6
568;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;2+900;3+000;sedang;aspal;6
569;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+000;3+100;sedang;aspal;6
570;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+100;3+200;sedang;aspal;6
571;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+200;3+300;sedang;aspal;6
572;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+300;3+400;sedang;aspal;6
573;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+400;3+500;sedang;aspal;6
574;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+500;3+600;sedang;aspal;6
575;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+600;3+700;sedang;aspal;6
576;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+700;3+800;sedang;aspal;6
577;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+800;3+900;sedang;aspal;6
578;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;3+900;4+000;sedang;aspal;6
579;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+000;4+100;sedang;aspal;6
580;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+100;4+200;sedang;aspal;6
581;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+200;4+300;sedang;aspal;6
582;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+300;4+400;sedang;aspal;6
583;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+400;4+500;sedang;aspal;6
584;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+500;4+600;sedang;aspal;6
585;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+600;4+700;sedang;aspal;6
586;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+700;4+800;sedang;aspal;6
587;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+800;4+900;sedang;aspal;6
588;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;4+900;5+000;sedang;aspal;6
589;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+000;5+100;sedang;aspal;6
590;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+100;5+200;sedang;aspal;6
591;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+200;5+300;sedang;aspal;6
592;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+300;5+400;sedang;aspal;6
593;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+400;5+500;sedang;aspal;6
594;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+500;5+600;sedang;aspal;6
595;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+600;5+700;sedang;aspal;6
596;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+700;5+800;sedang;aspal;6
597;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+800;5+900;sedang;aspal;6
598;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;5+900;6+000;sedang;aspal;6
599;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+000;6+100;sedang;aspal;6
600;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+100;6+200;sedang;aspal;6
601;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+200;6+300;sedang;aspal;6
602;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+300;6+400;sedang;aspal;6
603;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+400;6+500;sedang;aspal;6
604;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+500;6+600;sedang;aspal;6
605;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+600;6+700;sedang;aspal;6
606;Polyline ZM;Jl. Uteran-Batas Magetan;006;7.110;6+800;" 6+860
";sedang;aspal;6
121;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;7+700;7+800;sedang;aspal;6
607;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+000;0+100;sedang;aspal;6
608;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+100;0+200;sedang;aspal;6
609;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+200;0+300;sedang;aspal;6
610;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+300;0+400;sedang;aspal;6
611;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+400;0+500;sedang;aspal;6
612;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+500;0+600;sedang;aspal;6
613;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+600;0+700;sedang;aspal;6
614;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+700;0+800;sedang;aspal;6
615;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+800;0+900;sedang;aspal;6
616;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;0+900;1+000;sedang;aspal;6
617;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+000;1+100;sedang;aspal;6
618;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+100;1+200;sedang;aspal;6
619;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+200;1+300;sedang;aspal;6
620;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+300;1+400;sedang;aspal;6
621;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+400;1+500;sedang;aspal;6
622;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+500;1+600;sedang;aspal;6
623;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+600;1+700;sedang;aspal;6
624;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+700;1+800;sedang;aspal;6
625;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+800;1+900;sedang;aspal;6
626;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;1+900;2+000;sedang;aspal;6
627;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+000;2+100;sedang;aspal;6
628;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+100;2+200;sedang;aspal;6
629;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+200;2+300;sedang;aspal;6
630;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+300;2+400;sedang;aspal;6
631;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+400;2+500;sedang;aspal;6
632;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+500;2+600;sedang;aspal;6
633;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+600;2+700;sedang;aspal;6
634;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+700;2+800;sedang;aspal;6
635;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+800;2+900;sedang;aspal;6
636;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;2+900;3+000;sedang;beton;6
637;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+000;3+100;sedang;beton;6
638;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+100;3+200;sedang;beton;6
639;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+200;3+300;sedang;beton;6
640;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+300;3+400;sedang;beton;6
641;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+400;3+500;sedang;beton;6
642;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+500;3+600;sedang;beton;6
643;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+600;3+700;sedang;beton;6
644;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+700;3+800;sedang;beton;6
645;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+800;3+900;sedang;beton;6
646;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;3+900;4+000;sedang;beton;6
647;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+000;4+100;sedang;beton;6
648;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+100;4+200;sedang;beton;6
649;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+200;4+300;sedang;beton;6
650;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+300;4+400;sedang;beton;6
651;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+400;4+500;sedang;beton;6
652;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+500;4+600;sedang;beton;6
653;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+600;4+700;sedang;beton;6
654;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+700;4+800;sedang;beton;6
655;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+800;4+900;sedang;beton;6
656;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;4+900;5+000;sedang;beton;6
657;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+000;5+100;sedang;beton;6
658;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+100;5+200;sedang;beton;6
659;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+200;5+300;sedang;beton;6
660;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+300;5+400;sedang;beton;6
661;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+400;5+500;sedang;beton;6
662;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+500;5+600;sedang;beton;6
663;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+600;5+700;sedang;beton;6
664;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+700;5+800;sedang;beton;6
665;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+800;5+900;sedang;beton;6
666;Polyline ZM;Jl. Dolopo-Mojorejo;007;7.800;5+900;6+000;sedang;beton;6
